timestamp,MaxTemp,MinTemp,AverageTemp,CloudCoverTotal
19411102T0000,1.6002454,-0.99975455,0.32816204,87.416664
19411103T0000,2.9202452,-2.7097545,0.3523287,70.583336
19411104T0000,1.6002454,-4.3197546,-1.401838,49.416668
19411105T0000,0.1202454,-1.9797546,-0.56308794,87.625
19411106T0000,3.1902456,0.3302454,1.4773287,90.041664
19411107T0000,6.210245,2.7502456,4.7610784,97.666664
19411108T0000,7.210245,1.9502454,4.932328,68.916664
19411109T0000,7.230245,-2.5897546,1.4535785,19.854168
19411110T0000,6.5302453,-1.3897547,3.558996,82.416664
19411111T0000,11.800245,1.2602453,6.197329,43.774998
19411112T0000,8.600245,4.3302455,6.490246,64.362495
19411113T0000,9.890245,3.9602456,7.417328,73.39167
19411114T0000,8.820246,1.6002454,6.5485787,99.875
19411115T0000,4.9102454,0.040245414,2.4131622,90.833336
19411116T0000,8.020246,0.5002454,4.221912,79.333336
19411117T0000,10.660245,5.8102455,8.051078,45.541668
19411118T0000,12.620245,1.0802454,6.584412,27.229166
19411119T0000,8.270246,0.2102454,4.393578,92.0
19411120T0000,11.150246,2.4502454,7.481495,77.416664
19411121T0000,9.420245,2.4302454,5.8569126,56.904163
19411122T0000,11.750245,3.5602455,7.5202446,29.404165
19411123T0000,6.6402454,2.5702453,4.511079,62.86667
19411124T0000,7.770245,3.4202452,5.516495,86.208336
19411125T0000,7.1002455,3.2402453,5.267745,59.391666
19411126T0000,6.4302454,2.1602454,4.061496,85.51666
19411127T0000,5.3902454,0.2802454,2.7469118,13.416667
19411128T0000,6.2202454,0.17024541,2.8077452,16.608334
19411129T0000,5.1202455,1.1302454,2.840662,21.045834
19411130T0000,4.6402454,-1.7097546,1.5573288,15.316667
19411201T0000,2.4902453,-3.5297546,-0.93517137,5.7458344
19411202T0000,0.7502454,-4.119755,-1.8460045,0.35
19411203T0000,0.13024542,-2.8897548,-1.5480877,24.6625
19411204T0000,3.7702456,-0.29975462,0.86857873,72.916664
19411205T0000,3.4802456,-2.6897545,0.85982877,48.208332
19411206T0000,3.8002453,-2.2097545,-0.01017123,18.454166
19411207T0000,7.360245,-1.1697546,3.5252454,91.208336
19411208T0000,2.7602453,0.8502454,1.8285788,69.458336
19411209T0000,4.880245,-0.2597546,2.3860788,65.0375
19411210T0000,9.270246,0.6102454,4.7956624,20.0
19411211T0000,9.940246,3.8602452,7.0248294,52.333332
19411212T0000,11.010245,6.150245,8.061494,40.1
19411213T0000,7.900245,1.2402453,5.8144126,50.0
19411214T0000,10.250245,1.1502454,6.013162,54.229168
19411215T0000,13.160245,4.5302453,8.108163,10.337501
19411216T0000,10.680245,5.0302453,7.6056614,42.0
19411217T0000,6.2002454,0.4802454,3.9398296,84.125
19411218T0000,2.9802456,-0.8097546,1.226912,69.125
19411219T0000,2.9402456,-2.4797544,-0.046004612,36.833332
19411220T0000,1.9202454,-3.0797548,-0.69933796,34.958332
19411221T0000,2.1002455,-3.2897544,-1.3064213,11.708333
19411222T0000,0.1802454,-3.1297545,-1.2660049,4.1166663
19411223T0000,1.7502455,-2.9897547,-0.20350464,78.65833
19411224T0000,3.6202455,0.060245395,1.7581621,80.541664
19411225T0000,4.7402453,2.2502456,3.7481625,86.0
19411226T0000,1.6902454,-3.0497546,-0.76433796,30.979166
19411227T0000,0.6102454,-2.5097547,-0.6247546,74.958336
19411228T0000,-2.7597547,-7.389755,-4.8755884,21.75
19411229T0000,-3.9297547,-9.6897545,-6.8618374,28.795832
19411230T0000,-1.1597546,-7.119755,-3.8301716,59.458332
19411231T0000,2.0502453,-1.9397546,-0.14183794,95.25
19420101T0000,2.5302453,-0.98975456,1.4606622,66.541664
19420102T0000,2.8602452,-3.6397548,-0.50600463,39.05417
19420103T0000,3.6102452,-4.6797547,-0.69642115,16.808332
19420104T0000,2.2002454,-4.4197545,-0.5097546,45.983337
