timestamp,MaxTemp,MinTemp,AverageTemp,CloudCoverTotal
20100417T0000,18.560246,4.2502456,10.97108,2.4416666
20100418T0000,19.290245,3.8002453,11.70608,17.0625
20100419T0000,20.740246,5.8902454,13.48983,3.575
20100420T0000,18.500246,6.130245,12.556911,18.095833
20100421T0000,18.910246,5.790245,12.277328,9.220834
20100422T0000,17.970245,2.4802454,10.277745,15.287498
20100423T0000,19.330246,4.3402452,11.581494,27.995836
20100424T0000,23.100245,3.9602456,13.977329,0.39166665
20100425T0000,24.750246,7.6402454,16.784828,14.041667
20100426T0000,20.310246,11.640245,15.842746,37.525
20100427T0000,20.780245,8.990245,14.931493,27.862501
20100428T0000,24.440245,7.480245,16.048998,7.516668
20100429T0000,27.580246,9.950245,19.586912,14.354167
20100430T0000,19.950245,13.350245,17.030663,69.083336
20100501T0000,14.870245,11.770246,13.470661,97.708336
20100502T0000,13.340245,9.440246,11.721078,94.0
20100503T0000,13.880245,7.730245,10.777745,75.958336
20100504T0000,12.330245,7.8502455,10.262746,96.0
20100505T0000,10.410245,6.750245,8.437745,97.5
20100506T0000,9.040245,6.2802453,7.5352445,99.291664
20100507T0000,12.210245,6.6202455,9.306913,78.416664
20100508T0000,17.240246,6.250245,12.029828,45.875
20100509T0000,16.400246,9.540245,12.556496,73.458336
20100510T0000,15.940246,9.580245,12.6852455,60.74167
20100511T0000,18.060246,9.010245,12.5081625,61.608334
20100512T0000,16.030245,9.280245,12.0014925,51.74167
20100513T0000,8.950245,7.0702453,8.031913,95.166664
20100514T0000,11.340245,7.460245,9.221078,92.666664
20100515T0000,10.660245,7.8102455,9.178163,74.208336
20100516T0000,13.370245,6.6202455,10.142746,53.433334
20100517T0000,15.440246,6.460245,11.721912,40.5
20100518T0000,15.040245,6.9902453,11.284415,44.166668
20100519T0000,13.790245,6.360245,10.103994,68.958336
20100520T0000,12.020246,8.620245,10.355662,99.75
20100521T0000,16.890245,9.230246,12.910664,82.333336
20100522T0000,22.350245,7.520245,15.455246,20.666666
20100523T0000,23.770245,9.520246,17.439829,17.0
20100524T0000,27.320246,10.020246,19.305662,0.0
20100525T0000,28.510244,13.930245,21.666077,10.604167
20100526T0000,23.500246,15.130245,18.568995,56.291668
20100527T0000,18.980246,13.700245,16.15733,56.125
20100528T0000,20.110245,12.040245,16.161077,32.145832
20100529T0000,21.800245,12.840245,17.13108,47.412502
20100530T0000,17.710245,12.400246,15.319828,78.666664
20100531T0000,15.550245,9.510245,12.761079,67.416664
20100601T0000,16.710245,9.800245,13.610661,90.833336
20100602T0000,17.090246,10.960245,14.363163,73.541664
20100603T0000,17.200245,12.830245,14.742328,90.75
20100604T0000,25.650246,11.230246,18.671495,16.875
20100605T0000,28.110245,11.480246,20.421915,8.125
20100606T0000,26.760244,14.540245,20.486914,39.495834
20100607T0000,22.620245,15.170245,19.100662,55.791668
20100608T0000,24.280245,13.990245,18.987745,49.320835
20100609T0000,27.470245,15.930245,21.395247,40.995834
20100610T0000,30.810246,18.010244,23.611076,34.966667
20100611T0000,25.280245,18.360245,21.543161,68.083336
20100612T0000,22.460245,16.060246,18.995247,76.25
20100613T0000,19.450245,15.0602455,17.052748,74.708336
20100614T0000,21.950245,13.8102455,17.695246,51.070835
20100615T0000,20.850245,14.160245,17.646912,63.541668
20100616T0000,18.050245,14.380245,16.441496,81.416664
20100617T0000,18.790245,14.110246,16.089415,81.333336
20100618T0000,19.310246,14.020246,16.017746,72.708336
20100619T0000,14.430245,8.400246,12.678993,76.708336
20100620T0000,13.900246,8.780245,11.578998,48.058334
20100621T0000,16.500246,9.8102455,13.258576,45.333332
20100622T0000,18.440245,8.330246,14.167329,52.208332
20100623T0000,23.250246,8.210245,16.715244,23.216667
20100624T0000,25.180244,10.040245,18.67066,6.0416665
20100625T0000,26.660246,12.200245,20.197746,14.329167
20100626T0000,28.140245,13.530245,21.563164,16.291666
20100627T0000,29.000246,14.570246,22.380663,21.291666
20100628T0000,29.300245,15.840245,23.223993,20.0
20100629T0000,29.330246,17.750246,23.463995,16.987501
20100630T0000,28.610245,18.190245,23.632746,21.862501
20100701T0000,30.410246,16.030245,24.11191,17.3875
20100702T0000,33.61025,18.650246,26.14691,14.75
20100703T0000,32.170246,20.200245,25.584826,15.820834
20100704T0000,27.310246,19.920246,23.297745,36.583332
20100705T0000,28.380245,19.260244,23.569412,24.375
